DateKey,Year,Month,Day,Season
d0dfe2c4-a88a-4d15-8cf8-ae040bbd54a7,2012,11,26,Unknown
b75b4808-f1c6-4b13-8097-de34ffff0c77,2015,4,1,Spring
9e0d6ad0-3ece-49d4-8669-1545cd5940ff,2014,6,9,Spring
ae07c24d-76a9-41fc-984c-4b9f5925446e,2020,11,6,Unknown
6c29191e-f3e3-44c5-937e-29699729c77f,2020,10,23,Unknown
7e34c53b-83f3-4455-8d0c-aa34b96a3350,2020,8,28,Summer
96e452ea-b333-4a16-81aa-60de278314f6,2017,9,8,Summer
81b6f0aa-0ee7-44ad-bce3-9e47fe489d56,2018,8,17,Summer
ceb20d2c-1bb4-4aff-a980-d5253f9b819b,2020,9,11,Summer
1381639d-872b-4ba0-9a0b-7ccc4be57ef1,2023,6,9,Spring
f419ecfc-0be9-44bd-90df-cf808490f5b3,2023,10,27,Unknown
ee5389d1-c173-4ca9-a979-9270421511a2,2023,7,7,Summer
de6b23ab-9d8e-45f1-bc81-4c400067406f,2023,4,7,Spring
c390869d-ad3e-41dc-9a34-fc0e615457ea,2023,9,8,Summer
1d467e06-74e3-4ab1-8789-61f99b01c83e,2018,5,11,Spring
259f3c7f-643f-47ed-9111-0fe46706679e,2023,12,1,Autumn
81eb6b39-0152-43df-896d-9874b1b7700e,2023,8,4,Summer
82d82240-bb4d-4561-a501-d6b8e1c9ad65,2024,8,16,Summer
f7d8b5aa-b2eb-46c0-a972-875df28e7408,2024,10,25,Unknown
62de4479-836b-40ea-abed-932848d46c3a,2018,10,24,Unknown
e705cb9c-1b2d-4d5c-9ba8-ddf985a51bc9,2020,1,10,Winter
bae2d71c-1136-4378-81f1-0af5d028cdc3,2019,8,30,Summer
1971845b-61dc-475d-8869-b1f500d6940b,2016,12,9,Autumn
8d425044-2697-4c63-8519-50208b1f8e38,2020,10,7,Unknown
1f449887-053d-4659-a35a-b85dac0428f2,2018,4,13,Spring
959173c3-4bcf-4b5a-88f2-173443c03b47,2017,6,9,Spring
2cedaa03-1b5f-4ebb-bc5c-ba4724fd70f0,2023,7,21,Summer
4b041b9e-411b-4676-8270-51345084ccfd,2021,12,3,Autumn
2a397d73-4eea-48ce-a740-e0eaeb2ffaf5,2023,3,10,Winter
cdc59ee7-9086-4f07-8ead-5adde232bcb0,2023,5,26,Spring
28a0e685-a62d-4732-9681-e3ae542149eb,2017,10,18,Unknown
e61c0454-4ab4-44a8-9722-470a7745fa96,2017,3,16,Winter
dd2d95be-9c4a-4f53-ae8a-0303aa783067,2018,4,20,Spring
cb2e86f3-e959-4183-a8bb-e837c5a4965b,2016,8,18,Summer
ab897756-947f-4a94-967b-f7962d4fef9f,2017,6,14,Spring
52bdf2a0-03be-4bcf-bd45-e727cbbea326,2021,1,8,Winter
f5fdafa7-c0d4-4c0c-a2b9-22f4f96ea652,2017,2,10,Winter
b898a9af-36d7-4003-a208-9a1342616b0d,2021,1,22,Winter
de2c7975-0cd1-40c5-9070-1f47fb9cce19,2016,11,24,Unknown
80db1a5f-4050-499b-a0d6-3a9903545a3d,2024,5,3,Spring
ddea1cac-5a83-4ac3-ba33-faa903f8a541,2019,6,20,Spring
daad294c-0256-44e0-9275-c9031c32645d,2016,10,3,Unknown
2d1285e2-0564-436e-9edd-9b97968bc2e2,2016,12,1,Autumn
c85f2a17-be94-4d18-9f4c-403b4eb2274d,2024,11,15,Unknown
7785247e-84b7-4a13-abca-3c10122e0423,2016,5,13,Spring
96e9f2c0-4e25-4768-b448-fee6990a1211,2023,10,13,Unknown
82159c6f-41b2-4181-b79c-68acc652a646,2018,11,23,Unknown
50567346-845b-4cc2-a5f8-dc39b2cc17e1,2024,3,8,Winter
70ab0ec0-3853-45f6-8e72-21bbe6207eee,2015,12,18,Autumn
ef4c0bda-2a80-42db-99af-e77e69bb61cf,2016,6,10,Spring
cd9cfded-9d2c-423a-8914-5ddef895f698,2021,4,16,Spring
149c1cdd-d30c-4dbd-992c-a0f5b8b4386b,2019,11,22,Unknown
69040536-6d68-4f0d-8e38-ff51f7957994,2021,6,18,Spring
54e5649a-87bd-4493-94a6-a5ba2001a46a,2025,6,13,Spring
c66f1f7a-9c8a-4a19-8265-1b048b671b88,2022,5,13,Spring
29ea6d37-a0cd-4cd6-95d9-534f48ca4c0c,2014,2,14,Winter
7ca8fcb3-3279-442e-8a81-aeb32dcdb400,2013,2,26,Winter
b05a526d-34bc-450b-be19-f15b13f72a76,2014,5,22,Spring
b01b91e4-2c29-4604-b307-36451816749a,2019,10,14,Unknown
125969fd-4e08-49c4-957c-fb2c3451f78a,2015,7,15,Summer
e6d75c0a-d586-4219-9b35-01cbacfb3738,2017,8,30,Summer
31fc6b38-0f37-4498-a717-6549962ad4ff,2020,3,27,Spring
4239ecc9-4565-4387-8642-520b9f92a6a2,2021,1,19,Winter
72bd8c8d-658d-482c-9175-95de126d67de,2016,6,1,Spring
36aba926-bc5a-4b3a-b26f-6f7769f95d27,2020,12,2,Autumn
2440a3e8-5191-4e49-bbf6-5cc44b72013e,2020,3,19,Winter
712a49ef-5aed-435b-9804-9819cdf13b4a,2019,1,22,Winter
6d74e0fe-6053-455c-8b26-5d4e476a9e67,2019,4,12,Spring
0864dd96-4680-47fb-a947-c04f7e9dec1a,2018,8,14,Summer
0a7afb79-98c8-4d2f-86ec-98d61f9f0e17,2018,4,3,Spring
0e57e71d-74fd-4af6-9a2e-4aea7e6c9942,2017,11,29,Unknown
16c2ecbf-5a32-44d6-91a6-50c8a8d2b6d2,2018,4,30,Spring
d1baa617-0798-4134-9425-e2f75c7ed9e1,2017,9,6,Summer
f6617116-529b-48fd-9160-7a4fbf13b14f,2019,10,22,Unknown
063df90b-266d-4e08-ac89-6495238aa1fe,2023,11,29,Unknown
6ee151da-e9c5-4f0e-b148-ec49d2c28be7,2017,12,6,Autumn
67042a1e-a81d-4118-a5de-8080c4938863,2017,3,15,Winter
99ee3e50-dbc8-49d7-b118-ee3432b835d6,2019,3,4,Winter
3b63384c-a63b-460d-81ca-2e45a4a14050,2022,7,22,Summer
4aece417-feed-4743-b615-f4e38796015e,2022,5,9,Spring
f14a86c2-225f-47a5-b9da-c64f0b2b7716,2024,11,29,Unknown
99d49773-d060-4853-a66f-5c7d972a9867,2017,5,4,Spring
738359c1-3119-41df-8c37-af79d65a54e4,2017,6,13,Spring
aa5abe4c-c26f-4e12-b056-23f86678314f,2017,7,10,Summer
b511f387-a3da-4a45-99c5-a3fa9f000ca2,2017,4,10,Spring
a087ee54-4eff-4c57-bbcc-a74636446997,2023,5,8,Spring
c5da6f4c-7861-41d4-85d0-0e913dbef978,2024,4,26,Spring
155b11af-ee39-4959-8829-ff08e7bab3a9,2017,4,20,Spring
bef15101-9be0-4112-a34b-33c8c2ba1996,2017,7,4,Summer
406b94e3-38cc-4a23-8d7c-90131653c69f,2024,6,19,Spring
b3025d11-46a0-4649-aa09-5ae533083794,2024,4,12,Spring
beb57e62-238a-4961-a346-2c04d4051b1b,2014,6,18,Spring
621970d2-b50c-4ba8-a489-e5765e574562,2017,5,29,Spring
af0824e8-6a31-4efa-b8f5-f862df789af9,2016,8,8,Summer
c1a0bdaa-8a9a-44e3-ba38-f17edf185e06,2016,9,27,Autumn
a401fa5f-1f0f-410e-a879-578e2490f2bf,2017,12,22,Winter
61456631-5546-44f0-8290-8db6b1e95a20,2016,7,11,Summer
79d830d1-3f47-4c66-9f55-7c80c5f688e6,2019,6,3,Spring
6154e6f8-fd85-4d6e-8684-70c1466e8e28,2017,11,14,Unknown
bbf9e892-ba54-4990-8784-08b1f63fff65,2018,9,16,Summer
357534aa-72ac-4de6-a1e1-401f8a6dc83d,2018,9,21,Summer
b1b1ab78-77c6-40fe-93ad-3adcf2743a11,2018,9,28,Autumn
ec29709d-1c77-4add-b1f3-665ecdadc6be,2018,6,13,Spring
b4bfb781-e7b0-4ffe-82c0-379203d77eed,2016,5,11,Spring
fc378deb-4f96-4307-8f8c-da657aa709c4,2017,1,10,Winter
2d8388fa-a233-4901-834f-a41cb0d0032e,2019,5,10,Spring
6e1b12f2-b1ea-44d4-9b5d-f91733a57fea,2018,12,21,Winter
205e0340-1af8-4dad-9cf2-468d040031e8,2017,5,1,Spring
53b4e3de-ec07-49a6-b6b3-2bdf3f5edaa2,2018,8,21,Summer
e4faa7ee-ac1b-4e30-97a5-1ef953b638ec,2021,1,29,Winter
1e926122-3c7b-4084-920a-d9e2775275e2,2020,5,8,Spring
d0d20bd3-dcd6-4294-b6d4-8d8c74edc042,2017,3,7,Winter
d588d8d5-c159-4dbd-84c0-0bbe172213bc,2021,6,11,Spring
0ed3f2d5-ab0d-4054-bd93-14111258b816,2021,10,15,Unknown
35a59b8d-c525-4503-85ee-a8ad992f52b3,2018,1,15,Winter
22c57035-2a37-491d-81c3-ca9a9367316f,2024,1,12,Winter
00bbb345-63fd-496d-ab70-2662921ce2bf,2025,2,21,Winter
98f45d63-b20b-4f16-862e-89fd9a50b6ce,2022,7,1,Summer
0ed9cb2e-f017-499c-b573-8b967ab78490,2024,4,3,Spring
f17e82c0-c43b-45c5-9410-a1c57147f660,2016,3,24,Spring
9f0615b6-48c8-4956-8271-255f1a10f429,2020,11,17,Unknown
f62325aa-1e83-4157-a7d9-a7c07e716758,2023,4,24,Spring
12ad355a-98e8-41cf-8031-d8dfb10ddf73,2020,11,24,Unknown
0f8d985a-38de-4dda-800c-7935273072ce,2023,4,4,Spring
49e882cc-4734-4119-9160-6144228a5b9a,2019,2,6,Winter
6eedd97e-aac8-4d41-947b-c7ce8f4cfdf4,2022,2,2,Winter
9c037c6b-05d5-4427-be0e-0514a78a87b3,2020,1,16,Winter
8049a951-53e6-47c5-85db-3e7fd2893a1f,2020,5,15,Spring
0ac3534d-03e8-4076-bb16-8c806c57946f,2021,2,3,Winter
62005876-a97f-45c1-829b-265bc1813aa0,2018,8,31,Summer
aba61f87-429c-4fb0-b623-336973a52fdb,2019,2,22,Winter
a620f07a-01de-4ef6-aa74-bb93c8e23211,2021,4,21,Spring
b03abd41-e8f4-4f7f-9d8a-fe25bc889955,2023,11,3,Unknown
d3ccef41-efd4-4fbb-b612-891ce5b47afc,2016,1,22,Winter
4c8f8091-a3f3-4780-80a1-002559fad3b0,2017,7,14,Summer
f2c6b883-4f7f-461e-97cb-4315d36831bf,2020,4,8,Spring
13b13e8a-93aa-4ca8-8852-f2332b95c75e,2020,10,9,Unknown
659c2ebd-22ec-4856-ac6c-7c364b21e73c,2021,1,1,Winter
dcffdd96-ccdb-45ca-9a6b-4530b61bf267,2020,4,13,Spring
ff512b32-c487-482c-8c85-8149e235782b,2021,4,20,Spring
f7969e68-9d64-425d-8a97-661e3ea6640b,2015,3,27,Spring
dfa4e592-93e3-40ea-8da2-14b99dd7668f,2020,10,30,Unknown
66b862f5-7554-43b7-a068-161cac3168cd,2002,1,1,Winter
c662275f-0db0-4d57-9577-bfb9f3e35498,2007,1,26,Winter
3969a442-33e6-458a-8116-468800b9320a,1998,1,1,Winter
d04ca6d5-9aa4-4c84-b9d4-0d5a990c2b8f,2020,10,29,Unknown
44a1188e-88fe-4a59-bf8a-236fc9bad765,2000,1,1,Winter
dd4182c8-9fc0-4d60-88a2-db9f9c7595d8,2012,3,19,Winter
c23e45f3-b2d5-4911-8ad7-fc6e351ce5f5,2016,12,2,Autumn
01acfe5b-6fbe-4da6-97ff-54341d154fa8,2021,10,27,Unknown
444f21d6-e7bc-4a7e-9674-540dfa4d9427,1997,1,1,Winter
fcea01c6-82b1-4f99-8f40-1e67b47caae1,2012,4,10,Spring
913cc35b-52f3-410a-8d7f-b282fe9b7aa8,2007,1,1,Winter
4d3d7599-5f70-48b8-9821-808550479a82,2021,9,28,Autumn
ed752ec8-845d-4a2d-ae26-d76739e700ab,2018,7,20,Summer
f93db27d-cf8e-4750-a26e-1f4acde26f0b,2018,10,5,Unknown
b3f26519-5274-407d-9e16-5a271dee4b00,2018,12,12,Autumn
ed45632b-dc22-4f9c-bd55-3e1af3f7f754,2020,5,22,Spring
dae8a40a-7b52-4422-9e3f-f506ec96f614,2019,1,11,Winter
b425ed12-fabd-4d63-8432-d082c88c844e,2020,1,31,Winter
44345ab6-0bb3-4857-89ec-41f5b95fe1ea,2022,12,23,Winter
cdd4a032-d32d-4e37-a19b-f6152eb39c34,2021,2,5,Winter
adc27b29-0442-4991-bfe8-5f9eac3071fa,2023,2,16,Winter
edef4899-dd84-4037-9922-7e58a2f4befd,2024,1,26,Winter
04cecec8-b49c-44bc-af6c-16fdbbefa326,2024,7,12,Summer
c76cceb8-1ca5-4ad6-a717-652033f4d03b,2022,10,24,Unknown
5b9adc20-eb98-4b5c-a6c2-406969425fb1,2017,9,7,Summer
87fdeca2-a087-493a-8a95-82110980f18f,2014,1,17,Winter
1c5b5c37-f370-456b-8556-b6f99163eb8b,2019,12,4,Autumn
8718c454-3326-4a35-85e5-6bc60323902e,2015,4,28,Spring
63504803-b9c4-4b45-b708-f702b2d99f41,2017,3,10,Winter
90dc3906-ca85-45c7-b2c5-1c2f68868d4f,2019,3,15,Winter
7be2a527-55dc-4c72-a26c-5701ea125cd7,2017,3,3,Winter
ffa75fc4-c0b9-4b7a-8bb3-b522083fa89a,2016,2,11,Winter
27effba6-14c3-410b-aeb3-3b9bae54f7ed,2019,4,19,Spring
bb6fba61-2152-49c8-9b14-64f6591d99fe,2013,5,3,Spring
d1be576f-c49d-420e-820b-09d5a7870cd8,2010,6,6,Spring
451c2909-ae2a-4f35-a79c-4a1673233a73,2022,4,29,Spring
b695eb1c-689f-4e8e-a632-9c997befdb77,2011,12,19,Autumn
2ba5b360-48da-4977-84e1-134b60df0130,2014,4,28,Spring
e101f988-24e3-4470-802a-13bfb3340aa7,2017,2,7,Winter
d717e77f-1a5f-48f6-94e8-89e4edb9b375,2013,5,28,Spring
e90c490d-ae5d-425f-911f-5589a83f2066,2015,1,7,Winter
0d8295bd-ace0-499a-9f49-7a374eb8a5a4,2013,5,21,Spring
920b0c78-3b8d-4206-8f59-c44feefb6a42,2006,4,29,Spring
62baedc0-fa63-42a0-b6c6-cdd5275a9f2a,2015,7,27,Summer
2d9b84d7-8da9-4d45-ba35-4d9a4c378569,2020,12,21,Winter
5a4801a8-2b7e-4c8a-8bce-fc03f55db365,2013,1,1,Winter
42dce6d7-0e56-4af4-9fcf-e389c1e14c60,2011,1,1,Winter
d425f8d7-ddc1-4014-ae01-2466f6837d32,2025,3,28,Spring
cba3adfc-31a5-418e-acb8-6501742f9fd6,2013,9,3,Summer
a6715f76-bd5b-44f1-9025-37912a25e60f,2021,5,21,Spring
cec17cf8-492d-48d9-b9dd-1361a05208ae,2015,5,28,Spring
98454076-5c5b-4ae0-accb-23762f010e6f,2019,10,21,Unknown
8e8ac7eb-9bab-43de-8097-0a4af4c08793,2018,4,10,Spring
ac22c078-8764-4ce8-b023-a9c01d39a09a,2003,1,1,Winter
21fa05da-f433-4ec9-8374-a7fe57ac1e68,2016,2,19,Winter
27138f07-b2d4-4dc2-a2f5-d88777c427d4,2022,5,20,Spring
7c0a050c-616b-4f2b-9457-8e784af28dfa,2007,5,18,Spring
6033e4f4-ad5d-4515-b262-1e665d9d5f0d,2003,4,23,Spring
c333c6eb-b808-4070-84ce-914eb82b41d0,2010,10,5,Unknown
31ab42ff-fed1-4720-8291-b86970abe3ed,2014,9,9,Summer
6ee8d380-feb5-42e0-a9dc-db88d538640e,2009,6,5,Spring
41f495c4-8da3-4b11-8ef8-606cf30d86c5,2012,6,5,Spring
d9030be0-882e-4eca-93f8-8830e98fd91e,2006,3,15,Winter
e6196c47-e9fb-4a3e-99de-6e87f3aa4baa,2012,5,22,Spring
c8f19e44-be88-45d6-af30-a950b8660172,2014,7,30,Summer
d285f3ef-9973-4e7f-8114-bf621b36fafb,2010,9,6,Summer
5f963dfd-bfc2-4516-badb-15d55fd22f09,2010,10,3,Unknown
5b42b6fe-802b-4bb2-a82b-4dd5bbcd292d,2010,7,8,Summer
43a955b7-8e0c-435d-9e9a-b19f56969b0b,2014,6,2,Spring
716bc8cc-3cca-48ba-8787-880140027bcf,2012,5,6,Spring
d9d6cc01-1a6b-47ac-af36-4aef241618bb,2012,11,22,Unknown
bc16d7d8-6ca5-4065-88c8-ea7f1b2a4763,2012,4,24,Spring
59f90c2b-c473-4153-aea3-cb82f5eea264,2009,5,5,Spring
f2adf49e-eb1e-4b8e-afe7-a82eb1d799c9,2007,5,17,Spring
4d7add11-9ab3-4240-a96f-1e94d8a038f0,2012,11,27,Unknown
e3913c51-32e6-45af-af50-c992e0f192da,2011,3,23,Spring
0d267e12-189c-4627-9df1-b4626e5e3ebd,2013,7,24,Summer
6cc572a3-d43e-45cd-9eae-2c3f05ec25b8,2011,3,5,Winter
58cb6fbd-9a67-4ea7-900d-7b890e7e96ab,2011,3,16,Winter
e6083c79-236f-4932-bb2f-48e3e21afe38,2011,3,9,Winter
05f2efaa-9f34-4186-9df4-c298188bbb58,1995,1,1,Winter
6e3062d2-3f09-4b85-b2f7-7214b7cbf4ed,1998,6,20,Spring
03a07e0d-8e1a-47f8-9f40-b9a99a23bb2d,1998,7,20,Summer
ad22deb5-5f4f-4399-ab05-d4d0847fc2f2,1995,7,7,Summer
6f32b922-8080-41a2-96e4-9373e6f550fb,2019,3,3,Winter
9e9d912a-b7ab-463f-93db-55448b83eb87,2020,2,21,Winter
cce1e5b2-0396-43bf-a4a0-19197aeb65e3,2019,8,2,Summer
733c6e8e-8526-47b8-925c-940be78bcf89,2004,9,1,Summer
b46cf972-a278-4959-b03b-149fc41b4aac,2010,7,27,Summer
2f0d806b-9b7e-4379-bd34-ab2fe963b5c5,2015,4,7,Spring
2ab6eda1-d1d3-4dbb-84c5-276131cb5cca,2022,3,18,Winter
58205ae3-0d60-4bda-afbd-a8d5cba28889,2004,8,27,Summer
108a1b36-a128-4ab8-9009-13ed964bf838,2014,3,24,Spring
6c90b565-0db3-489b-9736-0577b69ca148,2014,4,30,Spring
f4788abd-69b7-483a-a5cb-3487712295c4,2002,2,1,Winter
145c1fc2-7915-4a6c-8011-e05a79b87d46,2010,9,7,Summer
2ddf48f2-9f7c-46f8-a0a4-38ebe22604b2,2013,2,5,Winter
616bef6e-d6ce-4235-858d-17b8578c98ca,2006,5,26,Spring
ec4d87f8-b3b1-4b3b-a475-a34df9b5f181,2006,6,6,Spring
92c5e5d2-fed3-4fd6-80b1-c81650a2b85c,2017,11,13,Unknown
b6a97ce6-9f49-4108-8859-b2a367c1bbce,2007,10,26,Unknown
f100e166-499a-4cb5-a6cb-37380c30f8a2,2007,11,9,Unknown
3d7eb88c-2631-4272-bb91-5f9306f119d4,2011,4,22,Spring
db9da5a3-79b8-4805-98c4-e5d0c6149213,2019,10,25,Unknown
f89653d7-d485-4c1d-bb7f-a1f5ef8525bf,2016,9,6,Summer
cdef098d-bbe3-43d6-b3bb-498af512cc87,2016,5,26,Spring
caef9fe0-7da2-48c1-901c-d00bdd44beb7,2012,12,12,Autumn
b9b6773f-852f-4208-9783-0568acc32782,2022,3,14,Winter
350f031a-266c-4dcb-a777-d6052b1680e0,2017,11,17,Unknown
cdb48cb5-395b-445a-b0e2-f11914795b07,2009,3,20,Winter
ce49a35e-98bb-434c-ab7c-391a980d2417,2017,6,23,Summer
7ca575ec-7cc0-402c-a214-e98cb1aa73b2,2012,10,30,Unknown
e067726e-91ca-4954-b77d-b38cd9d7b846,2009,4,10,Spring
f64b2456-6574-477a-a980-d4bfbd6f93bd,2006,12,1,Autumn
c549d8e4-08f1-4ece-87a3-f392efdeb752,2010,7,20,Summer
aed45cdc-cd57-42ee-a336-7184b305f86d,2016,6,13,Spring
6419755b-c995-44c8-8b12-382145a82109,2010,9,10,Summer
17c5468f-0883-418c-ad6a-adf4f75457ed,2013,2,2,Winter
63bceefc-7bde-4943-bb68-56477a29baea,2011,3,18,Winter
58beb725-b75f-4396-9b62-59ef9de15844,2008,5,9,Spring
9ec74fb4-3466-4028-88e6-faad4f0f9edf,2007,10,5,Unknown
d9d13d92-5980-42d6-a2e6-3f42b7e08375,2024,11,22,Unknown
2f83a699-0ed1-4f9f-b486-1e532ef71775,2013,3,29,Spring
b4fd447f-f1ad-4569-8002-5c7a55ad5d21,2011,2,22,Winter
428341d4-2cc9-425b-a6ad-634376cbc33e,2010,5,4,Spring
2a04d0b9-0858-4228-83ca-60fee3268d15,2013,2,22,Winter
e6fd53d6-3589-4dcf-b9aa-550ed442c237,2025,5,13,Spring
0c23ae43-66fa-4f62-8489-049079bb47f9,2017,12,17,Autumn
033b94d2-44c2-4eaf-8fb4-51d1d28f22e2,2018,5,28,Spring
fc06316f-37ef-47d8-93b4-18fc9d3fff9d,2012,6,29,Summer
d7e03ac4-777a-4b84-9eda-fd1c959ad7fb,2006,2,1,Winter
9cb529b9-5775-401d-8300-5f2ca0c0ff81,2020,3,18,Winter
bab804dc-ea7a-456f-8c31-1e341e0840e0,2010,1,1,Winter
533e3c99-67dc-4f0f-9e51-08c84edb52bd,2006,9,16,Summer
f446158f-caee-4acf-ab59-fdfb0f0b7080,2013,1,25,Winter
9bebeb08-f591-4710-baec-ec8c2bf182e9,2010,12,24,Winter
bf4230a0-fe5d-4fdc-9d71-a1017b953844,2025,4,11,Spring
1e593816-1dd3-4ebc-9f0c-96f22e9b51fe,2016,1,1,Winter
338d3837-2dac-4c9f-b58d-d1eb05a16f8c,2020,1,14,Winter
de6c6165-3311-4c9f-a895-0e3500426dc3,2015,10,23,Unknown
708bcaeb-4d0d-49fc-820f-27b76fbfa7e7,2011,12,17,Autumn
20917229-c879-42c4-98b1-30667f198f8b,2013,9,27,Autumn
25e91058-a605-40b6-bde5-ba37bba6d998,2021,11,5,Unknown
c15c1eee-ddb9-43d8-9918-2b51e28e7743,2014,2,17,Winter
90c76d2c-4a3f-47b2-afb9-5378bb86a24e,2013,6,25,Summer
ec2c2729-b829-4f79-9fff-9aea45b48cf2,2019,4,18,Spring
6f7695d1-8a01-4d8f-89c1-de05f2f1f189,2019,3,29,Spring
26dedf16-b06d-4e0b-9aff-e484674bb9d1,2014,3,25,Spring
003a7854-471b-43cd-bb04-99ed6567cd85,2017,11,21,Unknown
4b2e84d2-5da2-4aaa-97db-a87ef24b9b6e,2020,8,14,Summer
465a6903-d4d1-43d2-ac48-1f7e32dbf802,2014,11,4,Unknown
beede1b3-6363-4639-8949-2d0678167c72,2015,9,4,Summer
6e01ee52-387c-4418-ace8-0ef89ebe76e7,2017,10,9,Unknown
b729adc5-4a68-409c-b5fc-0d81e6465ce5,2021,6,4,Spring
55b32abe-c1fc-4a2c-853f-2ceea0e60fec,2020,6,3,Spring
4aa6ccde-cfa6-4b3e-8fa4-e9ee8f848f7b,2016,5,4,Spring
024663e7-168c-4caf-8010-96efaf3ec90a,2025,4,25,Spring
4cbaf053-be9f-4453-8c88-540ffddb2db7,2016,3,4,Winter
e679cad0-95a7-4a1a-b2ad-f2b3309be60d,2021,9,24,Autumn
090cca1b-03d7-4837-b48c-c7045997b1c5,2014,10,15,Unknown
b44383d4-1ea4-4cb1-a08c-4f9fbc05ceaa,2021,11,1,Unknown
49d3fbfd-9b66-4174-b538-b8bc525adf6e,2016,2,10,Winter
d7c50340-16c4-4516-a13b-a1561d6897c2,2015,10,9,Unknown
3f20390b-da9e-46ae-a740-03dbcc978535,2025,2,12,Winter
132207bb-af76-47a7-aee8-5ae6c8cea4ec,2013,3,23,Spring
27277122-eab5-4f27-a9ca-a03353024e6f,2023,9,28,Autumn
3324a7e0-72c4-497b-92d2-66ec7cc73dd4,2024,7,26,Summer
07d95c7f-9e8d-4e67-b6af-b810ec2d5125,2016,11,28,Unknown
4796f7f7-b48e-49e8-8b42-927acbacbea6,2012,9,4,Summer
5a0f6e9c-c90a-4af3-9ff3-6a5d11342982,2012,11,20,Unknown
b8abf816-bad7-40c3-a137-502a8d346c03,2022,12,30,Winter
b0745ba8-561f-4125-bb91-0d2720ce78b3,2021,11,27,Unknown
d231c7a8-c640-44ba-8aca-db68c1ee4553,2022,7,29,Summer
b9f4b9bd-087b-40dc-a740-b292a1064784,2009,9,9,Summer
be7bc9c1-3134-4943-9dbd-4d12c7e5dfd1,2005,1,27,Winter
1cdb624d-cf4a-4f52-8182-6a56c8640868,2014,3,19,Winter
f4b651a2-8dd7-428a-82b3-00ebeb60aa3b,2016,11,4,Unknown
4fa440ee-a364-4217-b863-2eaf798e67ad,2008,7,28,Summer
b8d8c486-daa7-42cb-b158-d31f2a933f4f,2014,4,14,Spring
6a96f7ae-1cff-43db-a42a-58c8707f5b94,2014,4,8,Spring
6e050d25-c1f0-4402-acf7-06ace1e44616,2016,9,15,Summer
a57a797a-7e08-4edb-bb96-ab101cf6393e,2014,4,22,Spring
a7c297ce-be92-4e8f-9837-8da9be6e738b,2012,2,29,Winter
fd8df0e3-643e-4823-84ad-a8fef69de0d3,2012,2,6,Winter
8b377db9-7cdd-4bec-8ca3-2d22915f2d20,2022,12,2,Autumn
5227bac2-2dcf-46f4-ac44-36bce576d028,2019,11,11,Unknown
328329c7-f279-45d1-8302-1c6c615b8667,2022,11,11,Unknown
7822c424-8709-42fe-ae7e-9d967d3f0766,2022,6,23,Summer
2c2a763a-ecd4-4381-8c4b-6b9cb70efa1c,2001,1,1,Winter
35775743-bf9f-421a-8cfb-d972d59a3e84,2012,1,29,Winter
251f8640-5488-4aa9-8a10-9a234558d19f,2005,10,19,Unknown
2e2b3090-c27d-4fbf-83ef-cfc2335dc2c8,2021,1,15,Winter
44bbcf0d-0faa-462c-b355-58026573d9a9,2016,12,25,Winter
2e9d6997-6fa3-408c-bba4-26747670aba4,2007,2,16,Winter
6861f6e7-f425-4c8c-a832-a8b700b5ad40,2023,7,5,Summer
1e0b13e6-d37c-4357-9cde-4e99a0646b69,2022,11,25,Unknown
9db86920-ed80-4967-9e89-6a5c153e7720,2021,10,8,Unknown
b386e6f9-5103-4a53-928c-1582e2cf30f5,2012,1,26,Winter
9b6fcf62-180e-4682-891a-0b0a0001e61e,2021,11,12,Unknown
72a03bab-99fe-43ec-95b4-05442b5d24fc,2007,11,20,Unknown
87c05de9-f330-43f6-a542-b17d807190ba,2011,4,16,Spring
4f555f20-3360-4154-b69b-a4c1e0371386,2012,11,9,Unknown
42985b3a-3427-4711-9003-e9040976d068,2012,12,4,Autumn
8d4fec76-981f-479b-bb8b-3cb5441971a3,2005,12,1,Autumn
bbc720ea-4004-47aa-a2b8-83acb9982309,2009,7,18,Summer
96d3d7cc-5a12-4732-b9c4-cf10bf4ffd78,2013,11,5,Unknown
245b9564-5478-4a47-a016-427f407d6a95,2007,2,20,Winter
33a2b3a7-82c2-48cb-a422-9bd3dc8e14c2,2014,2,13,Winter
4fcaa7ec-1b5f-47ec-8bc5-f84600c3e23a,2024,6,7,Spring
42d5b904-e7fd-4da9-9ba0-eb0ec24d9e5e,2014,1,1,Winter
c5e61d67-1d7f-4e9d-bef2-297315a907a9,2018,10,30,Unknown
84a0f073-a241-48ee-92d8-808e87ecaaeb,2012,7,31,Summer
4b546eac-aa3f-4a03-a6dc-ee9830cec6fc,2013,7,30,Summer
cabe4610-9818-4238-8060-4aee09a9171d,2021,3,23,Spring
4ceb04d1-5190-416f-9d06-14e3d5c047aa,2010,3,19,Winter
8c8717b9-b068-418a-8271-6fb46e9b3f97,2018,7,25,Summer
d5056945-e92f-439d-acb7-68df76d7730c,2014,12,18,Autumn
1508f529-6d0a-425a-9da9-f0a90bdc723a,2018,2,9,Winter
3869e04e-97b9-430a-9d7a-0ae3e6cfd10a,2020,1,28,Winter
a6b97cc5-727c-41f0-88eb-452e8884ae4e,2019,11,28,Unknown
f21d3bde-154c-470a-a7e4-83300c72759b,2020,6,1,Spring
cd3f5efd-4bc5-49df-a6ea-030ee86ae427,2007,6,19,Spring
